15000,1095331036
20000,1460446036
25000,1825561036
30000,2190676036
35000,2555791036
40000,2920906036
45000,3286021036
50000,3651136036
55000,4016251036
60000,4381366036
65000,4746481036
70000,5111596036
75000,5476711036
80000,5841826036
85000,6206941036
90000,6572056036
95000,6937171036
100000,7302286036
105000,7667401036
110000,8032516036
115000,8397631036
120000,8762746036
