3000,870
6000,1208
9000,1006
12000,498
15000,786
18000,753
21000,745
24000,756
27000,839
30000,763
33000,744
36000,821
39000,742
42000,744
45000,859
48000,785
51000,860
54000,770
57000,787
60000,754
63000,762
66000,762
69000,725
72000,914
75000,765
78000,795
81000,763
84000,859
87000,739
90000,756
93000,758
96000,871
99000,777
